director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted
Julie Taymor,45000000.0,"['Drama', 'Fantasy', 'Musical', 'Romance']",Jim Sturgess,Across the Universe ,"['anti war', 'liverpool', 'love', 'protest', 'song']",PG-13,Musical
George P. Cosmatos,45000000.0,"['Action', 'Thriller']",Sam Waterston,Shadow Conspiracy ,"['american president', 'assassin', 'conspiracy', 'president', 'white house']",R,Action
Brian Robbins,60000000.0,"['Adventure', 'Comedy', 'Family', 'Romance', 'Sci-Fi']",Marc Blucas,Meet Dave ,"['alien', 'mutiny', 'orb', 'planet', 'spaceship']",PG,Adventure
Oliver Stone,38000000.0,"['Biography', 'Drama', 'Music', 'Musical']",Michael Wincott,The Doors ,"['death', 'paris france', 'rock band', 'singer', 'the doors']",R,Drama
McG,120000000.0,"['Action', 'Adventure', 'Comedy', 'Crime']",Demi Moore,Charlie's Angels: Full Throttle ,"['fbi', 'murder', 'ring', 'witness protection', 'witness protection program']",PG-13,Comedy
Ridley Scott,38000000.0,"['Adventure', 'Drama']",Jeff Bridges,White Squall ,"['acrophobia', 'jamaica', 'male bonding', 'prostitute', 'tragedy']",PG-13,Drama
Alfonso Cuarón,130000000.0,"['Adventure', 'Family', 'Fantasy', 'Mystery']",Daniel Radcliffe,Harry Potter and the Prisoner of Azkaban ,"['magic', 'muggle', 'serial killer', 'traitor', 'wizard']",PG,Family
Burr Steers,44000000.0,"['Drama', 'Fantasy', 'Romance']",Augustus Prew,Charlie St. Cloud ,"['brother brother relationship', 'death of brother', 'ghost', 'seeing dead people', 'talking with the dead']",PG-13,Romance
Shawn Levy,150000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Robin Williams,Night at the Museum: Battle of the Smithsonian ,"['hdtv', 'motorcycle', 'museum', 'security guard', 'tyrannosaurus rex']",PG,Family
David Yates,180000000.0,"['Action', 'Adventure', 'Drama', 'Romance']",Christoph Waltz,The Legend of Tarzan ,"['africa', 'capture', 'jungle', 'male objectification', 'tarzan']",PG-13,Action
Frédéric Forestier,78000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Alain Delon,Asterix at the Olympic Games ,"['1st century b.c.', 'lightsaber', 'local blockbuster', 'magical potion', 'potion']",,Adventure
Joel Schumacher,100000000.0,"['Action', 'Adventure', 'Fantasy']",Michael Gough,Batman Forever ,"['love', 'necktie', 'partner', 'rock music', 'tuxedo']",PG-13,Action
Gary McKendry,35000000.0,"['Action', 'Crime', 'Thriller']",Jason Statham,Killer Elite ,"['australia', 'death', 'mentor', 'revenge', 'secret society']",R,Action
Tom Tykwer,50000000.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Naomi Watts,The International ,"['bank', 'chase', 'district attorney', 'interpol', 'murder']",R,Drama
Rob Bowman,60000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",Christian Bale,Reign of Fire ,"['castle', 'dragon', 'fire breathing dragon', 'militia', 'survival']",PG-13,Sci-Fi
Brad Peyton,79000000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",Josh Hutcherson,Journey 2: The Mysterious Island ,"['gold', 'hurricane', 'island', 'mountain', 'mysterious island']",PG,Family
David R. Ellis,25000000.0,"['Action', 'Crime', 'Thriller']",Richard Burgi,Cellular ,"['cell phone', 'distress signal', 'family in danger', 'police', 'stealing a car']",PG-13,Crime
Hayao Miyazaki,34000000.0,"['Adventure', 'Animation', 'Family', 'Fantasy']",Rumi Hiiragi,Ponyo ,"['children adventure', 'magical realism', 'sea goddess', 'small town', 'tsunami']",G,Family
Robert Rodriguez,38000000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Sylvester Stallone,Spy Kids 3-D: Game Over ,"['mission', 'spy', 'surfing', 'trapped', 'virtual reality']",PG,Family
Peter Hewitt,35000000.0,"['Animation', 'Comedy', 'Family', 'Fantasy']",Bill Murray,Garfield ,"['cat', 'dog', 'first part', 'lasagna', 'veterinarian']",PG,Comedy
John Lasseter,30000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Tom Hanks,Toy Story ,"['claw crane', 'cowboy', 'jealousy', 'rivalry', 'toy']",G,Adventure
Joss Whedon,40000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Adam Baldwin,Serenity ,"['alliance', 'cannibalism', 'future', 'operative', 'planet']",PG-13,Thriller
Jon M. Chu,130000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Channing Tatum,G.I. Joe: Retaliation ,"['general', 'gi joe', 'martial arts', 'ninja', 'president']",PG-13,Adventure
Joseph Kosinski,120000000.0,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",Morgan Freeman,Oblivion ,"['cabin in the woods', 'drone', 'flying through a thunderstorm', 'post apocalypse', 'sex in a pool']",PG-13,Sci-Fi
Frank Miller,65000000.0,"['Action', 'Crime', 'Thriller']",Joseph Gordon-Levitt,Sin City: A Dame to Kill For ,"['box office flop', 'female frontal nudity', 'female rear nudity', 'jackpot', 'rescue']",R,Crime
Patrick Lussier,50000000.0,"['Action', 'Fantasy', 'Thriller']",Nicolas Cage,Drive Angry ,"['baby', 'cult', 'oklahoma', 'sex scene', 'waitress']",R,Thriller
Stanley Kubrick,2000000.0,"['Crime', 'Drama', 'Romance']",James Mason,Lolita ,"['lolita', 'nymphet', 'older man young girl relationship', 'professor', 'writer']",Not Rated,Drama
Matthew Vaughn,70000000.0,"['Adventure', 'Family', 'Fantasy', 'Romance']",Henry Cavill,Stardust ,"['king', 'magic', 'one word title', 'pirate', 'village']",PG-13,Family
Ben Stiller,50000000.0,['Comedy'],Milla Jovovich,Zoolander 2 ,"['chosen one', 'fashion', 'fashion model', 'model', 'retired']",PG-13,Comedy
,1500000.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Don Johnson,Miami Vice             ,"['cult tv', 'detective', 'drugs', 'police', 'undercover']",TV-14,Action
Zack Snyder,250000000.0,"['Action', 'Adventure', 'Sci-Fi']",Henry Cavill,Batman v Superman: Dawn of Justice ,"['based on comic book', 'batman', 'sequel to a reboot', 'superhero', 'superman']",PG-13,Sci-Fi
Rod Lurie,60000000.0,"['Action', 'Drama', 'Thriller']",Clifton Collins Jr.,The Last Castle ,"['colonel', 'general', 'military', 'prison', 'three star general']",R,Drama
Jeff Wadlow,28000000.0,"['Action', 'Comedy', 'Crime']",Chloë Grace Moretz,Kick-Ass 2 ,"['hit in the crotch', 'kicked in the crotch', 'punched in the crotch', 'sparring', 'superhero']",R,Comedy
Adam McKay,65000000.0,['Comedy'],Will Ferrell,Step Brothers ,"['dream', 'friendship', 'karaoke', 'love', 'slacker']",R,Comedy
Paul W.S. Anderson,45000000.0,"['Action', 'Sci-Fi', 'Thriller']",Jason Statham,Death Race ,"['armored car', 'car', 'murder', 'prison', 'warden']",R,Thriller
Yarrow Cheney,75000000.0,"['Animation', 'Comedy', 'Family']",Steve Coogan,The Secret Life of Pets ,"['animal control', 'lost animal', 'mongrel', 'pet', 'terrier']",PG,Family
Roger Donaldson,80000000.0,"['Drama', 'History', 'Thriller']",Bruce Greenwood,Thirteen Days ,"['blockade', 'crisis', 'cuba', 'missile', 'president']",PG-13,History
Sam Mendes,200000000.0,"['Action', 'Adventure', 'Thriller']",Albert Finney,Skyfall ,"['brawl', 'childhood home', 'computer cracker', 'intelligence agency', 'terrorist cell']",PG-13,Action
Colin Strause,40000000.0,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Sam Trammell,Aliens vs. Predator: Requiem ,"['alien', 'escape', 'hunting', 'hybrid', 'predator']",R,Sci-Fi
John G. Avildsen,8000000.0,"['Action', 'Drama', 'Family', 'Sport']",Martin Kove,The Karate Kid ,"['apartment', 'bully', 'fight', 'karate', 'master']",PG,Sport
Curtis Hanson,55000000.0,"['Drama', 'Romance', 'Sport']",Robert Downey Jr.,Lucky You ,"['losing', 'poker', 'poker player', 'reference to frederic chopin', 'reference to johannes brahms']",PG-13,Romance
Steven Spielberg,70000000.0,"['Action', 'Drama', 'War']",Tom Hanks,Saving Private Ryan ,"['army', 'invasion', 'killed in action', 'normandy', 'soldier']",R,Drama
Mike Nichols,70000000.0,"['Drama', 'Horror', 'Romance', 'Thriller']",David Hyde Pierce,Wolf ,"['blood', 'publisher', 'publishing house', 'werewolf', 'wolf']",R,Thriller
George P. Cosmatos,44000000.0,"['Action', 'Adventure', 'Thriller', 'War']",Sylvester Stallone,Rambo: First Blood Part II ,"['1980s', 'mission', 'prison', 'rambo', 'vietnam']",R,War
Mark Waters,58000000.0,"['Comedy', 'Fantasy', 'Romance']",Jon Heder,Just Like Heaven ,"['apartment', 'architect', 'coma', 'doctor', 'spirit']",PG-13,Fantasy
Taylor Hackford,35000000.0,"['Action', 'Crime', 'Romance', 'Thriller']",Jason Statham,Parker ,"['action hero', 'disguise', 'hospital', 'real estate agent', 'thief']",R,Romance
Brian Levant,35000000.0,"['Adventure', 'Comedy', 'Family', 'Sport']",James Coburn,Snow Dogs ,"['dentist', 'dog', 'inheritance', 'race', 'sled dog']",PG,Sport
McG,92000000.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",Bill Murray,Charlie's Angels ,"['booty shake', 'box office hit', 'duct tape over mouth', 'first part', 'martial arts']",PG-13,Comedy
Shawn Levy,55000000.0,"['Comedy', 'Crime', 'Romance', 'Thriller']",Mila Kunis,Date Night ,"['city', 'new york city', 'night', 'reservation', 'restaurant']",PG-13,Thriller
Eric Darnell,150000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Bernie Mac,Madagascar: Escape 2 Africa ,"['africa', 'madagascar', 'new york city', 'sequel', 'zoo']",PG,Family
Steven Brill,40000000.0,"['Comedy', 'Drama']",Lisa Ann Walter,Drillbit Taylor ,"['bodyguard', 'bully', 'generation y', 'high school', 'nerd']",PG-13,Comedy
John Moore,40000000.0,"['Action', 'Drama', 'Thriller', 'War']",Joaquim de Almeida,Behind Enemy Lines ,"['battle', 'massacre', 'navigator', 'navy', 'rescue']",PG-13,Thriller
Brian Gibson,44000000.0,"['Drama', 'Thriller']",Joseph Gordon-Levitt,The Juror ,"['breasts', 'mafia', 'sex scene', 'temple', 'woods']",R,Drama
Ken Kwapis,40000000.0,"['Comedy', 'Drama', 'Romance']",Carmen Perez,He's Just Not That Into You ,"['advertising', 'bar', 'dating', 'lingerie slip', 'six word title']",PG-13,Romance
Sofia Coppola,40000000.0,"['Biography', 'Drama', 'History', 'Romance']",Kirsten Dunst,Marie Antoinette ,"['austria', 'cake', 'france', 'queen', 'versailles']",PG-13,Drama
Hugh Wilson,26000000.0,['Comedy'],Stockard Channing,The First Wives Club ,"['cult film', 'female therapist', 'revenge', 'revenge motive', 'therapy session']",PG,Comedy
Andy Tennant,40000000.0,"['Action', 'Comedy', 'Romance']",Gerard Butler,The Bounty Hunter ,"['bounty hunter', 'death', 'murder', 'police officer', 'reporter']",PG-13,Romance
Anne Fletcher,40000000.0,"['Comedy', 'Drama', 'Romance']",Ryan Reynolds,The Proposal ,"['alaska', 'deportation', 'father son relationship', 'male objectification', 'sitka alaska']",PG-13,Comedy
Martin Scorsese,500000.0,"['Crime', 'Drama', 'Romance', 'Thriller']",Robert De Niro,Mean Streets ,"['bar', 'catholic guilt', 'epilepsy', 'italian american', 'money']",R,Romance
Wolfgang Petersen,85000000.0,"['Action', 'Adventure', 'Drama', 'Thriller']",Harrison Ford,Air Force One ,"['ex soldier', 'hijacker', 'hostage', 'president', 'terrorist']",R,Adventure
Warren Beatty,100000000.0,"['Action', 'Comedy', 'Crime', 'Music', 'Romance', 'Thriller']",Charlie Korsmo,Dick Tracy ,"['crime boss', 'detective', 'dick tracy', 'gangster', 'orphan']",PG,Thriller
Alejandro Agresti,40000000.0,"['Drama', 'Fantasy', 'Romance']",Keanu Reeves,The Lake House ,"['house', 'lake', 'letter', 'love across time', 'parallel time']",PG,Drama
Jesse Dylan,45000000.0,"['Comedy', 'Family', 'Romance', 'Sport']",Josh Hutcherson,Kicking & Screaming ,"['book', 'child', 'slapstick comedy', 'soccer', 'suburb']",PG,Romance
Carlos Saldanha,90000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Musical']",Anne Hathaway,Rio ,"['bird', 'brazilian', 'cockatoo', 'macaw', 'minnesota']",G,Adventure
Seth MacFarlane,68000000.0,['Comedy'],Liam Neeson,Ted 2 ,"['baby', 'f word', 'fight', 'lawyer', 'marriage']",R,Comedy
David Koepp,60000000.0,"['Action', 'Comedy', 'Mystery', 'Romance']",Johnny Depp,Mortdecai ,"['art dealer', 'fake painting', 'macguffin', 'moustache', 'stolen painting']",R,Romance
Gary David Goldberg,30000000.0,"['Comedy', 'Romance']",Stockard Channing,Must Love Dogs ,"['date', 'dating', 'dog', 'love', 'teacher']",PG-13,Romance
Peter Hyams,83000000.0,"['Action', 'Fantasy', 'Horror', 'Mystery']",CCH Pounder,End of Days ,"['atheist', 'ex cop', 'female masturbation', 'female nudity', 'lucifer']",R,Mystery
Sylvester Stallone,80000000.0,"['Action', 'Adventure', 'Thriller']",Jason Statham,The Expendables ,"['action hero', 'assassination attempt', 'explosion', 'machine gun', 'rescue mission']",R,Adventure
Nimród Antal,40000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Topher Grace,Predators ,"['kicked in the face', 'martial arts', 'punched in the face', 'strong female character', 'woman punching a man']",R,Sci-Fi
George Clooney,70000000.0,"['Drama', 'War']",Bill Murray,The Monuments Men ,"['art', 'art expert', 'nazi stolen art', 'soldier', 'world war two']",PG-13,Drama
Anthony Hemingway,58000000.0,"['Action', 'Adventure', 'Drama', 'History', 'War']",David Oyelowo,Red Tails ,"['african american', 'battle', 'italy', 'tuskegee airmen', 'world war two']",PG-13,Action
Phil Lord,60000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Morgan Freeman,The Lego Movie ,"['based on toy', 'dual personality', 'evil businessman', 'good cop bad cop', 'lego']",PG,Family
Byron Howard,150000000.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",Chloë Grace Moretz,Bolt ,"['cat', 'dog', 'hamster', 'new york city', 'superpower']",PG,Adventure
Iain Softley,48000000.0,"['Drama', 'Mystery', 'Sci-Fi']",Kevin Spacey,K-PAX ,"['extraterrestrial', 'hospital', 'patient', 'planet', 'science']",PG-13,Mystery
Mark Neveldine,57000000.0,"['Action', 'Fantasy', 'Thriller']",Nicolas Cage,Ghost Rider: Spirit of Vengeance ,"['deal with the devil', 'devil', 'eastern europe', 'ghost rider', 'monk']",PG-13,Fantasy
Ron Howard,125000000.0,"['Mystery', 'Thriller']",Tom Hanks,The Da Vinci Code ,"['based on supposedly true story', 'holy grail', 'mary magdalene', 'opus dei', 'secret']",PG-13,Thriller
Ben Falcone,29000000.0,['Comedy'],Peter Dinklage,The Boss ,"['business', 'girl scouts', 'orphanage', 'overweight woman', 'quitting a job']",R,Comedy
Asger Leth,42000000.0,"['Action', 'Crime', 'Thriller']",Robert Clohessy,Man on a Ledge ,"['detective', 'diamond', 'hotel', 'police', 'rooftop']",PG-13,Thriller
Seth Gordon,35000000.0,"['Comedy', 'Crime']",Jon Favreau,Identity Thief ,"['bounty hunter', 'credit card', 'cross country', 'identity', 'police']",R,Comedy
James Cameron,200000000.0,"['Drama', 'Romance']",Leonardo DiCaprio,Titanic ,"['artist', 'love', 'ship', 'titanic', 'wet']",PG-13,Romance
Martin Scorsese,55000000.0,"['Drama', 'Thriller']",Nicolas Cage,Bringing Out the Dead ,"['ambulance', 'ghost', 'hell', 'paramedic', 'rescue']",R,Thriller
J.J. Abrams,50000000.0,"['Mystery', 'Sci-Fi', 'Thriller']",Joel Courtney,Super 8 ,"['deputy', 'group of friends', 'time', 'train', 'train crash']",PG-13,Mystery
Catherine Hardwicke,37000000.0,"['Drama', 'Fantasy', 'Romance']",Kristen Stewart,Twilight ,"['blood', 'high school', 'love', 'school', 'vampire']",PG-13,Fantasy
Martin Scorsese,100000000.0,"['Biography', 'Comedy', 'Crime', 'Drama']",Leonardo DiCaprio,The Wolf of Wall Street ,"['based on true story', 'fellatio', 'female rear nudity', 'sex in an airplane', 'stockbroker']",R,Drama
Spike Lee,45000000.0,"['Action', 'Crime', 'Drama', 'Thriller', 'War']",Joseph Gordon-Levitt,Miracle at St. Anna ,"['boy', 'german soldier', 'partisan', 'trapped', 'village']",R,Thriller
Tony Scott,90000000.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Will Smith,Enemy of the State ,"['congressman', 'lawyer', 'nsa', 'on the run', 'surveillance']",R,Mystery
Todd Phillips,65000000.0,"['Comedy', 'Drama']",Robert Downey Jr.,Due Date ,"['actor', 'aspiring actor', 'birth', 'misadventure', 'suitcase']",R,Drama
Kevin Smith,37000000.0,"['Action', 'Comedy', 'Crime']",Bruce Willis,Cop Out ,"['baseball card', 'detective', 'partner', 'thief', 'wedding']",R,Action
Pete Travis,35000000.0,"['Action', 'Sci-Fi']",Wood Harris,Dredd ,"['brutality', 'dark humor', 'female antagonist', 'female warrior', 'post apocalypse']",R,Sci-Fi
Ben Stiller,90000000.0,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Adam Scott,The Secret Life of Walter Mitty ,"['daydream', 'life magazine', 'magazine', 'photographer', 'snow leopard']",PG,Adventure
Jaume Collet-Serra,50000000.0,"['Action', 'Mystery', 'Thriller']",Liam Neeson,Non-Stop ,"['air marshal', 'death', 'passenger', 'terrorist', 'transatlantic flight']",PG-13,Thriller
Kevin Reynolds,48000000.0,"['Action', 'Adventure', 'Drama', 'Romance']",Alan Rickman,Robin Hood: Prince of Thieves ,"['balladeer', 'crusades', 'england', 'king', 'modern minstrel']",PG-13,Romance
Peter Howitt,30000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Tyler Labine,Antitrust ,"['boss', 'communications', 'computer', 'genius', 'job']",PG-13,Drama
Patrick Hughes,90000000.0,"['Action', 'Adventure', 'Thriller']",Jason Statham,The Expendables 3 ,"['battle', 'fight', 'mission', 'pg 13 sequel to r rated franchise', 'rescue']",PG-13,Thriller
Catherine Hardwicke,30000000.0,"['Drama', 'Family', 'Fantasy']",Keisha Castle-Hughes,The Nativity Story ,"['angel', 'bethlehem', 'journey', 'nazareth', 'virgin']",PG,Fantasy
Robert Zemeckis,100000000.0,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",Harrison Ford,What Lies Beneath ,"['ghost', 'haunted house', 'research', 'secret', 'vermont']",PG-13,Mystery
Tony Gilroy,60000000.0,"['Comedy', 'Crime', 'Romance', 'Thriller']",Julia Roberts,Duplicity ,"['ceo', 'dubai', 'product', 'rivalry', 'spy']",PG-13,Comedy
Michael Mann,65000000.0,"['Crime', 'Drama', 'Thriller']",Tom Cruise,Collateral ,"['city by night', 'contract killer', 'driving at night', 'los angeles california', 'taxi']",R,Drama
Rob Reiner,50000000.0,"['Comedy', 'Drama', 'Romance']",Bruce Willis,The Story of Us ,"['four word title', 'husband wife relationship', 'male rear nudity', 'marriage', 'summer camp']",R,Drama
Stephen Daldry,40000000.0,"['Adventure', 'Drama', 'Mystery']",Tom Hanks,Extremely Loud & Incredibly Close ,"['fear', 'mourning', 'mute', 'quest', 'revelation']",PG-13,Drama
Paul W.S. Anderson,33000000.0,"['Action', 'Horror', 'Sci-Fi']",Milla Jovovich,Resident Evil ,"['amnesia', 'quarantine', 'special forces', 'virus', 'zombie']",R,Action
Jon Favreau,140000000.0,"['Action', 'Adventure', 'Sci-Fi']",Robert Downey Jr.,Iron Man ,"['afghanistan', 'billionaire', 'inventor', 'playboy', 'u.s. air force']",PG-13,Action
Kevin Lima,85000000.0,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",Jeff Bennett,Enchanted ,"['fairy tale', 'lawyer', 'love', 'new york', 'prince']",PG,Family
Melville Shavelson,2500000.0,"['Comedy', 'Family']",Lucille Ball,"Yours, Mine and Ours ","['nurse', 'parent', 'sibling', 'widow', 'widower']",Unrated,Comedy
Warren Beatty,35000000.0,"['Biography', 'Drama', 'History', 'Romance']",Paul Sorvino,Reds ,"['cold war', 'cold war era', 'interview', 'russia', 'written and directed by cast member']",PG,History
Robert Zemeckis,150000000.0,"['Action', 'Adventure', 'Animation', 'Fantasy']",Robin Wright,Beowulf ,"['creature', 'demon', 'king', 'reward', 'warrior']",PG-13,Adventure
Dean DeBlois,145000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Gerard Butler,How to Train Your Dragon 2 ,"['dragon', 'father son relationship', 'husband wife relationship', 'mother son relationship', 'viking']",PG,Action
Alex Proyas,23000000.0,"['Action', 'Drama', 'Fantasy']",Michael Wincott,The Crow ,"['back from the dead', 'crime boss', 'crow', 'gothic', 'vigilante']",R,Action
M. Night Shyamalan,40000000.0,"['Drama', 'Mystery', 'Thriller']",Bruce Willis,The Sixth Sense ,"['able to see the dead', 'ghost', 'plot twist', 'psychic', 'surprise ending']",PG-13,Thriller
Scott Waugh,66000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Rami Malek,Need for Speed ,"['cross country', 'custom car', 'illegal street racing', 'police officer crushed', 'street racing']",PG-13,Action
Danny Boyle,26000000.0,"['Adventure', 'Sci-Fi', 'Thriller']",Chris Evans,Sunshine ,"['astronaut', 'earth', 'future', 'icarus', 'sun']",R,Thriller
Gore Verbinski,135000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Western']",Johnny Depp,Rango ,"['chameleon', 'lizard', 'sheriff', 'water', 'western town']",PG,Family
Joe Johnston,140000000.0,"['Action', 'Adventure', 'Sci-Fi']",Chris Evans,Captain America: The First Avenger ,"['arctic', 'captain america', 'scientist', 'tesseract', 'war bond']",PG-13,Adventure
Peter Hedges,25000000.0,"['Comedy', 'Drama', 'Family', 'Fantasy']",Jennifer Garner,The Odd Life of Timothy Green ,"['dodgeball', 'portrait', 'soccer', 'soccer game', 'young love']",PG,Comedy
Diane Keaton,60000000.0,"['Comedy', 'Drama']",Adam Arkin,Hanging Up ,"['actress', 'clown costume', 'magazine', 'party planner', 'soap opera actress']",PG-13,Comedy
Stephen Norrington,78000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Jason Flemyng,The League of Extraordinary Gentlemen ,"['box office flop', 'captain nemo', 'dorian gray', 'invisible man', 'steampunk']",PG-13,Sci-Fi
Hugh Johnson,34000000.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Thriller']",David Paymer,Chill Factor ,"['colonel', 'ice', 'ice cream truck', 'military', 'u.s. army']",R,Comedy
Jay Roach,28000000.0,"['Comedy', 'Drama', 'Sport']",Scott Grimes,"Mystery, Alaska ","['alaska', 'male nudity', 'nudity', 'sex', 'small town']",R,Comedy
Sam Raimi,215000000.0,"['Adventure', 'Family', 'Fantasy']",Tim Holmes,Oz the Great and Powerful ,"['circus', 'magic', 'magician', 'oz', 'witch']",PG,Adventure
Lasse Hallström,30000000.0,['Drama'],Morgan Freeman,An Unfinished Life ,"['abusive boyfriend', 'bear', 'car accident', 'ranch', 'wyoming']",PG-13,Drama
George Clooney,29000000.0,"['Biography', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",Dick Clark,Confessions of a Dangerous Mind ,"['broken nose', 'kgb', 'marriage proposal', 'playboy mansion', 'sistine chapel']",R,Crime
Mark Osborne,81200000.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",Jeff Bridges,The Little Prince ,"['aviator', 'based on book', 'girl', 'little girl', 'the little prince']",PG,Fantasy
Garry Marshall,37000000.0,"['Comedy', 'Family', 'Romance']",Anne Hathaway,The Princess Diaries ,"['cinderella story', 'fish out of water', 'makeover', 'manners', 'princess']",G,Comedy
Martin Campbell,58000000.0,"['Action', 'Adventure', 'Thriller']",Izabella Scorupco,GoldenEye ,"['agent', 'cossack', 'official james bond series', 'russia', 'russian']",PG-13,Thriller
Genndy Tartakovsky,85000000.0,"['Animation', 'Comedy', 'Family', 'Fantasy']",Steve Buscemi,Hotel Transylvania ,"['dracula', 'hotel', 'invisible man', 'monster', 'transylvania']",PG,Animation
Donald Petrie,40000000.0,"['Comedy', 'Family']",Macaulay Culkin,Ri¢hie Ri¢h ,"['attempted murder', 'based on comic book', 'escape from prison', 'lost at sea', 'wealth']",PG,Comedy
Clint Eastwood,58800000.0,"['Action', 'Biography', 'Drama', 'History', 'Thriller', 'War']",Bradley Cooper,American Sniper ,"['assassin', 'death of child', 'iraq', 'sniper', 'sniper rifle']",R,Biography
Pierre Coffin,69000000.0,"['Animation', 'Comedy', 'Family']",Steve Carell,Despicable Me ,"['girl', 'minion', 'moon', 'pyramid', 'white picket fence']",PG,Family
Michael Caton-Jones,70000000.0,"['Crime', 'Mystery', 'Thriller']",Charlotte Rampling,Basic Instinct 2 ,"['drugs', 'murder', 'psychiatrist', 'scotland yard', 'sex']",R,Mystery
Jon Turteltaub,60000000.0,"['Comedy', 'Family', 'Fantasy']",Bruce Willis,The Kid ,"['altering history', 'cartoon on tv', 'childhood', 'image consultant', 'one two combo']",PG,Family
Oliver Parker,45000000.0,"['Action', 'Adventure', 'Comedy', 'Crime']",Daniel Kaluuya,Johnny English Reborn ,"['assassin', 'chinese', 'conspiracy', 'gadget', 'premier']",PG,Action
Roger Allers,85000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Jon Favreau,Open Season ,"['bear', 'deer', 'forest', 'grizzly bear', 'hunter']",PG,Adventure
Jay Roach,63000000.0,"['Action', 'Comedy', 'Crime']",Verne Troyer,Austin Powers in Goldmember ,"['fem bot', 'prison', 'seductive fembot', 'spy', 'time travel']",PG-13,Action
James Gray,21000000.0,"['Crime', 'Drama', 'Thriller']",Robert Duvall,We Own the Night ,"['arrest', 'drugs', 'loyalty', 'raid', 'violence']",R,Thriller
Tarsem Singh,85000000.0,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",Julia Roberts,Mirror Mirror ,"['kingdom', 'prince', 'princess', 'queen', 'snow']",PG,Fantasy
Carl Franklin,30000000.0,['Drama'],Meryl Streep,One True Thing ,"['cancer', 'job', 'love', 'new york', 'professor']",R,Drama
Francis Lawrence,160000000.0,"['Adventure', 'Sci-Fi']",Jennifer Lawrence,The Hunger Games: Mockingjay - Part 2 ,"['death of sister', 'dystopia', 'execution', 'rebellion', 'revolution']",PG-13,Adventure
Tom Shadyac,50000000.0,"['Biography', 'Comedy', 'Drama', 'Romance']",Robin Williams,Patch Adams ,"['doctor', 'hospital', 'mental institution', 'nurse', 'student']",PG-13,Comedy
Francis Lawrence,125000000.0,"['Adventure', 'Sci-Fi', 'Thriller']",Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1 ,"['based on young adult novel', 'manipulation', 'rebellion', 'symbol', 'uprising']",PG-13,Sci-Fi
John McTiernan,90000000.0,"['Action', 'Adventure', 'Thriller']",Bruce Willis,Die Hard with a Vengeance ,"['bomb', 'detective', 'new york city', 'police', 'terrorist']",R,Action
Neill Blomkamp,30000000.0,"['Action', 'Sci-Fi', 'Thriller']",Sharlto Copley,District 9 ,"['alien', 'ghetto', 'prawn', 'refugee', 'refugee camp']",R,Thriller
Richard LaGravenese,30000000.0,"['Drama', 'Romance']",Gerard Butler,P.S. I Love You ,"['birthday', 'friendship', 'hairy chest', 'letter', 'widow']",PG-13,Romance
Steve Box,30000000.0,"['Animation', 'Comedy', 'Family', 'Mystery', 'Sci-Fi']",Mark Gatiss,The Curse of the Were-Rabbit ,"['competition', 'giant vegetable', 'pest control', 'stop motion animation', 'vegetable']",G,Mystery
