director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted,all_keywords
Woody Allen,2000000.0,['Comedy'],Woody Allen,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,"['Woody Allen', 'Woody Allen', 'aphrodisiac', 'court jester', 'jester', 'queen', 'written and directed by cast member']",R,Comedy,"['Woody Allen', 'Woody Allen', 'aphrodisiac', 'court jester', 'jester', 'queen', 'written and directed by cast member']"
Robert Mulligan,2000000.0,"['Crime', 'Drama']",Robert Duvall,To Kill a Mockingbird ,"['Robert Mulligan', 'Robert Duvall', '1930s', 'alabama', 'lawyer', 'six year old', 'trial']",Not Rated,Crime,"['Robert Mulligan', 'Robert Duvall', '1930s', 'alabama', 'lawyer', 'six year old', 'trial']"
George Miller,2000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Vernon Wells,Mad Max 2: The Road Warrior ,"['George Miller', 'Vernon Wells', 'australian', 'gasoline', 'post apocalypse', 'refinery', 'warrior']",R,Sci-Fi,"['George Miller', 'Vernon Wells', 'australian', 'gasoline', 'post apocalypse', 'refinery', 'warrior']"
Chia-Liang Liu,2000000.0,"['Action', 'Comedy']",Andy Lau,The Legend of Drunken Master ,"['Chia-Liang Liu', 'Andy Lau', 'battle', 'fight', 'fighting', 'martial artist', 'snake']",R,Rom-Com,"['Chia-Liang Liu', 'Andy Lau', 'battle', 'fight', 'fighting', 'martial artist', 'snake']"
Stanley Kubrick,2000000.0,"['Crime', 'Drama', 'Romance']",James Mason,Lolita ,"['Stanley Kubrick', 'James Mason', 'lolita', 'nymphet', 'older man young girl relationship', 'professor', 'writer']",Not Rated,Crime,"['Stanley Kubrick', 'James Mason', 'lolita', 'nymphet', 'older man young girl relationship', 'professor', 'writer']"
Kimberly Peirce,2000000.0,"['Biography', 'Crime', 'Drama', 'Romance']",Alicia Goranson,Boys Don't Cry ,"['Kimberly Peirce', 'Alicia Goranson', 'drinking', 'female dressed as male', 'love', 'nebraska', 'transgender']",R,Biography,"['Kimberly Peirce', 'Alicia Goranson', 'drinking', 'female dressed as male', 'love', 'nebraska', 'transgender']"
Chris Kentis,2000000.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",Eric Sheffer Stevens,Silent House ,"['Chris Kentis', 'Eric Sheffer Stevens', 'bound and gagged', 'girl', 'haunted house', 'hearing noises', 'uninterrupted shot']",R,Horror,"['Chris Kentis', 'Eric Sheffer Stevens', 'bound and gagged', 'girl', 'haunted house', 'hearing noises', 'uninterrupted shot']"
Florian Henckel von Donnersmarck,2000000.0,"['Drama', 'Thriller']",Sebastian Koch,The Lives of Others ,"['Florian Henckel von Donnersmarck', 'Sebastian Koch', 'east germany', 'police', 'secret police', 'stasi', 'writer']",R,Drama,"['Florian Henckel von Donnersmarck', 'Sebastian Koch', 'east germany', 'police', 'secret police', 'stasi', 'writer']"
Alex Kendrick,2000000.0,['Drama'],Ben Davies,Courageous ,"['Alex Kendrick', 'Ben Davies', 'faith', 'fatherhood', 'integrity', 'police', 'responsibility']",PG-13,Drama,"['Alex Kendrick', 'Ben Davies', 'faith', 'fatherhood', 'integrity', 'police', 'responsibility']"
Robert Rossen,2000000.0,"['Drama', 'Sport']",George C. Scott,The Hustler ,"['Robert Rossen', 'George C. Scott', 'drink', 'manager', 'money', 'partner', 'pool hall']",Unrated,Sport,"['Robert Rossen', 'George C. Scott', 'drink', 'manager', 'money', 'partner', 'pool hall']"
Jack Conway,1614000.0,"['Adventure', 'Drama', 'Romance', 'Western']",Hedy Lamarr,Boom Town ,"['Jack Conway', 'Hedy Lamarr', 'oil', 'oil field', 'oil tycoon', 'partnership', 'wildcatter']",Passed,Western,"['Jack Conway', 'Hedy Lamarr', 'oil', 'oil field', 'oil tycoon', 'partnership', 'wildcatter']"
Sylvain Chomet,9500000.0,"['Animation', 'Comedy', 'Drama']",Michel Robin,The Triplets of Belleville ,"['Sylvain Chomet', 'Michel Robin', 'belleville', 'dog', 'mafia', 'tour de france', 'very little dialogue']",PG-13,Animation,"['Sylvain Chomet', 'Michel Robin', 'belleville', 'dog', 'mafia', 'tour de france', 'very little dialogue']"
Chris Eyre,2000000.0,"['Comedy', 'Drama']",Michael Greyeyes,Smoke Signals ,"['Chris Eyre', 'Michael Greyeyes', 'family abandonment', 'fire', 'loss of father', 'native american protagonist', 'native american reservation']",PG-13,Rom-Com,"['Chris Eyre', 'Michael Greyeyes', 'family abandonment', 'fire', 'loss of father', 'native american protagonist', 'native american reservation']"
Shari Springer Berman,,"['Biography', 'Comedy', 'Drama']",Josh Hutcherson,American Splendor ,"['Shari Springer Berman', 'Josh Hutcherson', '1980s', 'comic book', 'dark horse comics', 'reference to david letterman', 'robert crumb']",R,Biography,"['Shari Springer Berman', 'Josh Hutcherson', '1980s', 'comic book', 'dark horse comics', 'reference to david letterman', 'robert crumb']"
Richard Linklater,2700000.0,"['Drama', 'Romance']",Vernon Dobtcheff,Before Sunset ,"['Richard Linklater', 'Vernon Dobtcheff', 'book', 'bookstore', 'love', 'simultaneity', 'train']",R,Drama,"['Richard Linklater', 'Vernon Dobtcheff', 'book', 'bookstore', 'love', 'simultaneity', 'train']"
Alejandro G. Iñárritu,2000000.0,"['Drama', 'Thriller']",Adriana Barraza,Amores Perros ,"['Alejandro G. I\xc3\xb1\xc3\xa1rritu', 'Adriana Barraza', 'animal in title', 'dog fight', 'mexico city', 'multiple perspectives', 'nonlinear timeline']",R,Drama,"['Alejandro G. I\xc3\xb1\xc3\xa1rritu', 'Adriana Barraza', 'animal in title', 'dog fight', 'mexico city', 'multiple perspectives', 'nonlinear timeline']"
Catherine Hardwicke,1500000.0,['Drama'],Holly Hunter,Thirteen ,"['Catherine Hardwicke', 'Holly Hunter', '13 year olds', 'adolescence', 'friend', 'peer pressure', 'teacher']",R,Drama,"['Catherine Hardwicke', 'Holly Hunter', '13 year olds', 'adolescence', 'friend', 'peer pressure', 'teacher']"
Elia Kazan,2000000.0,"['Drama', 'Romance']",Dean Stockwell,Gentleman's Agreement ,"['Elia Kazan', 'Dean Stockwell', 'bigotry', 'jewish', 'prejudice', 'racism', 'writer']",Approved,Drama,"['Elia Kazan', 'Dean Stockwell', 'bigotry', 'jewish', 'prejudice', 'racism', 'writer']"
Debra Granik,2000000.0,['Drama'],Jennifer Lawrence,Winter's Bone ,"['Debra Granik', 'Jennifer Lawrence', 'bail', 'crystal meth', 'family relationships', 'female protagonist', 'search for father']",R,Drama,"['Debra Granik', 'Jennifer Lawrence', 'bail', 'crystal meth', 'family relationships', 'female protagonist', 'search for father']"
Kevin Macdonald,,"['Adventure', 'Documentary', 'Drama', 'Sport']",Nicholas Aaron,Touching the Void ,"['Kevin Macdonald', 'Nicholas Aaron', 'bone', 'climbing', 'crevasse', 'partner', 'rope']",R,Sport,"['Kevin Macdonald', 'Nicholas Aaron', 'bone', 'climbing', 'crevasse', 'partner', 'rope']"
Henry King,2000000.0,"['Drama', 'Musical', 'Romance']",Tyrone Power,Alexander's Ragtime Band ,"['Henry King', 'Tyrone Power', 'band', 'dance', 'ragtime', 'singer', 'violinist']",Approved,Musical,"['Henry King', 'Tyrone Power', 'band', 'dance', 'ragtime', 'singer', 'violinist']"
Miranda July,2000000.0,"['Comedy', 'Drama']",Najarra Townsend,Me and You and Everyone We Know ,"['Miranda July', 'Najarra Townsend', 'fellatio', 'seven word title', 'shoe salesman', 'title directed by female', 'written by director']",R,Rom-Com,"['Miranda July', 'Najarra Townsend', 'fellatio', 'seven word title', 'shoe salesman', 'title directed by female', 'written by director']"
Charles Ferguson,,"['Crime', 'Documentary']",Matt Damon,Inside Job ,"['Charles Ferguson', 'Matt Damon', 'florida', 'iceland', 'interview', 'new york city new york', 'recession']",PG-13,History,"['Charles Ferguson', 'Matt Damon', 'florida', 'iceland', 'interview', 'new york city new york', 'recession']"
Max Joseph,2000000.0,"['Drama', 'Music', 'Romance']",Vanessa Lengies,We Are Your Friends ,"['Max Joseph', 'Vanessa Lengies', 'box office flop', 'critically bashed', 'male objectification', 'narcissism', 'wannabe dj']",R,Musical,"['Max Joseph', 'Vanessa Lengies', 'box office flop', 'critically bashed', 'male objectification', 'narcissism', 'wannabe dj']"
Jim Jarmusch,,"['Action', 'Crime', 'Drama', 'Thriller']",Henry Silva,Ghost Dog: The Way of the Samurai ,"['Jim Jarmusch', 'Henry Silva', 'african american', 'code', 'dog', 'pigeon', 'samurai']",R,Action-Comedy,"['Jim Jarmusch', 'Henry Silva', 'african american', 'code', 'dog', 'pigeon', 'samurai']"
David Ayer,2000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",J.K. Simmons,Harsh Times ,"['David Ayer', 'J.K. Simmons', 'blood splatter', 'friend', 'lapd', 'mexican', 'violence']",R,Action-Comedy,"['David Ayer', 'J.K. Simmons', 'blood splatter', 'friend', 'lapd', 'mexican', 'violence']"
Jerry Jameson,2000000.0,"['Crime', 'Drama', 'Thriller']",David Oyelowo,Captive ,"['Jerry Jameson', 'David Oyelowo', 'auto theft', 'based on true story', 'drug addict', 'kidnapping', 'violence']",PG-13,Crime,"['Jerry Jameson', 'David Oyelowo', 'auto theft', 'based on true story', 'drug addict', 'kidnapping', 'violence']"
Steven Soderbergh,2000000.0,"['Comedy', 'Romance']",Julia Roberts,Full Frontal ,"['Steven Soderbergh', 'Julia Roberts', 'birthday', 'friend', 'hollywood', 'party', 'sex']",R,Rom-Com,"['Steven Soderbergh', 'Julia Roberts', 'birthday', 'friend', 'hollywood', 'party', 'sex']"
Kevin Tenney,2000000.0,"['Horror', 'Mystery', 'Thriller']",Kathleen Wilhoite,Witchboard ,"['Kevin Tenney', 'Kathleen Wilhoite', 'evil spirit', 'hatchet', 'ouija', 'ouija board', 'psychopathic killer']",R,Horror,"['Kevin Tenney', 'Kathleen Wilhoite', 'evil spirit', 'hatchet', 'ouija', 'ouija board', 'psychopathic killer']"
,,['Comedy'],Stephen Colbert,Strangers with Candy             ,"[nan, 'Stephen Colbert', 'alternative comedy', 'female protagonist', 'high school', 'social satire', 'three word title']",TV-14,Comedy,"[nan, 'Stephen Colbert', 'alternative comedy', 'female protagonist', 'high school', 'social satire', 'three word title']"
Kenneth Branagh,18000000.0,['Drama'],Julie Christie,Hamlet ,"['Kenneth Branagh', 'Julie Christie', 'classic literature', 'denmark', 'funeral', 'madness', 'prince']",PG-13,Drama,"['Kenneth Branagh', 'Julie Christie', 'classic literature', 'denmark', 'funeral', 'madness', 'prince']"
John Cameron Mitchell,2000000.0,"['Comedy', 'Drama', 'Romance']",Sook-Yin Lee,Shortbus ,"['John Cameron Mitchell', 'Sook-Yin Lee', 'controversy', 'ejaculation', 'male frontal nudity', 'oral sex', 'unsimulated sex']",Unrated,Rom-Com,"['John Cameron Mitchell', 'Sook-Yin Lee', 'controversy', 'ejaculation', 'male frontal nudity', 'oral sex', 'unsimulated sex']"
Ari Folman,1500000.0,"['Animation', 'Biography', 'Documentary', 'Drama', 'History', 'War']",Ari Folman,Waltz with Bashir ,"['Ari Folman', 'Ari Folman', 'bar', 'dog', 'interview', 'lebanon', 'nightmare']",R,War,"['Ari Folman', 'Ari Folman', 'bar', 'dog', 'interview', 'lebanon', 'nightmare']"
Gary Rogers,2000000.0,['Adventure'],Noah Danby,"The Book of Mormon Movie, Volume 1: The Journey ","['Gary Rogers', 'Noah Danby', 'jerusalem', 'journey', 'promised land', 'ship', 'wilderness']",PG-13,Adventure,"['Gary Rogers', 'Noah Danby', 'jerusalem', 'journey', 'promised land', 'ship', 'wilderness']"
Charles Ferguson,2000000.0,"['Documentary', 'War']",Campbell Scott,No End in Sight ,"['Charles Ferguson', 'Campbell Scott', 'american politics', 'iraq', 'iraq war', 'occupation', 'white house']",,War,"['Charles Ferguson', 'Campbell Scott', 'american politics', 'iraq', 'iraq war', 'occupation', 'white house']"
Marielle Heller,2000000.0,"['Drama', 'Romance']",Alexander Skarsgård,The Diary of a Teenage Girl ,"['Marielle Heller', 'Alexander Skarsg\xc3\xa5rd', '1970s', ""mother's boyfriend"", 'overalls', 'phone booth', 'sexual promiscuity']",R,Drama,"['Marielle Heller', 'Alexander Skarsg\xc3\xa5rd', '1970s', ""mother's boyfriend"", 'overalls', 'phone booth', 'sexual promiscuity']"
,,"['Comedy', 'Drama', 'Romance']",Anne Hathaway,Get Real             ,"[nan, 'Anne Hathaway', 'breaking the fourth wall', 'brother brother relationship', 'high school friends', 'imperative in title', 'skateboard']",,Rom-Com,"[nan, 'Anne Hathaway', 'breaking the fourth wall', 'brother brother relationship', 'high school friends', 'imperative in title', 'skateboard']"
David Sington,2000000.0,"['Documentary', 'History']",John F. Kennedy,In the Shadow of the Moon ,"['David Sington', 'John F. Kennedy', '1960s', 'astronaut', 'moon', 'nasa', 'spacecraft accident']",PG,History,"['David Sington', 'John F. Kennedy', '1960s', 'astronaut', 'moon', 'nasa', 'spacecraft accident']"
Kelly Reichardt,,"['Drama', 'Western']",Bruce Greenwood,Meek's Cutoff ,"['Kelly Reichardt', 'Bruce Greenwood', 'desert', 'oregon', 'survival', 'trust', 'water']",PG,Western,"['Kelly Reichardt', 'Bruce Greenwood', 'desert', 'oregon', 'survival', 'trust', 'water']"
Fenton Bailey,2000000.0,"['Biography', 'Documentary', 'History']",Hugh M. Hefner,Inside Deep Throat ,"['Fenton Bailey', 'Hugh M. Hefner', 'clitoris', 'deep throat', 'fellatio', 'oral sex', 'porn industry']",NC-17,Biography,"['Fenton Bailey', 'Hugh M. Hefner', 'clitoris', 'deep throat', 'fellatio', 'oral sex', 'porn industry']"
Bob Giraldi,,"['Crime', 'Drama', 'Romance']",Danny Aiello,Dinner Rush ,"['Bob Giraldi', 'Danny Aiello', 'detective', 'food', 'gangster', 'police', 'restaurant']",R,Crime,"['Bob Giraldi', 'Danny Aiello', 'detective', 'food', 'gangster', 'police', 'restaurant']"
Jill Sprecher,,"['Comedy', 'Drama']",Alanna Ubach,Clockwatchers ,"['Jill Sprecher', 'Alanna Ubach', 'office', 'office politics', 'photo booth', 'snobbery', 'title directed by female']",PG-13,Rom-Com,"['Jill Sprecher', 'Alanna Ubach', 'office', 'office politics', 'photo booth', 'snobbery', 'title directed by female']"
Huck Botko,3400000.0,['Comedy'],Matt Bennett,The Virginity Hit ,"['Huck Botko', 'Matt Bennett', 'masturbation', 'porn star', 'sex lesson from a prostitute', 'spreadeagle', 'topless']",R,Comedy,"['Huck Botko', 'Matt Bennett', 'masturbation', 'porn star', 'sex lesson from a prostitute', 'spreadeagle', 'topless']"
Luc Besson,17000000.0,"['Comedy', 'Drama', 'Thriller']",Christopher Lambert,Subway ,"['Luc Besson', 'Christopher Lambert', 'band', 'blackmail', 'safe', 'subway', 'train']",R,Rom-Com,"['Luc Besson', 'Christopher Lambert', 'band', 'blackmail', 'safe', 'subway', 'train']"
David Duchovny,6000000.0,"['Comedy', 'Drama']",Robin Williams,House of D ,"['David Duchovny', 'Robin Williams', 'artist', 'butchery', 'catholic', 'catholic school', 'friend']",PG-13,Rom-Com,"['David Duchovny', 'Robin Williams', 'artist', 'butchery', 'catholic', 'catholic school', 'friend']"
Mitchell Lichtenstein,,"['Comedy', 'Fantasy', 'Horror', 'Thriller']",Jess Weixler,Teeth ,"['Mitchell Lichtenstein', 'Jess Weixler', 'high school', 'purity', 'stepbrother', 'temptation', 'vagina dentata']",R,Horror,"['Mitchell Lichtenstein', 'Jess Weixler', 'high school', 'purity', 'stepbrother', 'temptation', 'vagina dentata']"
Lance Mungia,2000000.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Music', 'Sci-Fi']",Jeffrey Falcon,Six-String Samurai ,"['Lance Mungia', 'Jeffrey Falcon', 'boy', 'guitar', 'orphan', ""rock 'n' roll"", 'sword']",PG-13,Musical,"['Lance Mungia', 'Jeffrey Falcon', 'boy', 'guitar', 'orphan', ""rock 'n' roll"", 'sword']"
Kundan Shah,,"['Action', 'Comedy', 'Romance', 'Thriller']",Karisma Kapoor,Hum To Mohabbat Karega ,"['Kundan Shah', 'Karisma Kapoor', 'elevator', 'news reporter', 'police', 'restaurant', 'waiter']",,Rom-Com,"['Kundan Shah', 'Karisma Kapoor', 'elevator', 'news reporter', 'police', 'restaurant', 'waiter']"
Michael Dowse,,"['Biography', 'Comedy', 'Drama', 'Music']",Paul Kaye,It's All Gone Pete Tong ,"['Michael Dowse', 'Paul Kaye', 'deafness', 'disappearance', 'ears', 'ibiza', 'musician']",R,Biography,"['Michael Dowse', 'Paul Kaye', 'deafness', 'disappearance', 'ears', 'ibiza', 'musician']"
Hue Rhodes,3800000.0,"['Comedy', 'Drama']",Peter Dinklage,Saint John of Las Vegas ,"['Hue Rhodes', 'Peter Dinklage', 'city name in title', 'male frontal nudity', 'place name in title']",R,Rom-Com,"['Hue Rhodes', 'Peter Dinklage', 'city name in title', 'male frontal nudity', 'place name in title']"
Shane Meadows,,"['Comedy', 'Drama', 'Romance', 'Sport']",Bob Hoskins,24 7: Twenty Four Seven ,"['Shane Meadows', 'Bob Hoskins', 'fight', 'gang', 'hiking', 'wales', 'working class']",R,Sport,"['Shane Meadows', 'Bob Hoskins', 'fight', 'gang', 'hiking', 'wales', 'working class']"
Roland Emmerich,13500000.0,['Drama'],Jeremy Irvine,Stonewall ,"['Roland Emmerich', 'Jeremy Irvine', 'box office flop', 'critically bashed', 'gay rights', 'new york city', 'stonewall riots']",R,Drama,"['Roland Emmerich', 'Jeremy Irvine', 'box office flop', 'critically bashed', 'gay rights', 'new york city', 'stonewall riots']"
,,"['Comedy', 'Drama', 'Sci-Fi']",Joe Morton,Eureka             ,"[nan, 'Joe Morton', 'alternate reality', 'pacific northwest', 'small town', 'small town life', 'small town sheriff']",TV-14,Sci-Fi,"[nan, 'Joe Morton', 'alternate reality', 'pacific northwest', 'small town', 'small town life', 'small town sheriff']"
Jugal Hansraj,,"['Animation', 'Comedy', 'Family', 'Romance']",Saif Ali Khan,Roadside Romeo ,"['Jugal Hansraj', 'Saif Ali Khan', 'india', 'love', 'love at first sight', 'mumbai india', 'reference to edward scissorhands']",PG,Animation,"['Jugal Hansraj', 'Saif Ali Khan', 'india', 'love', 'love at first sight', 'mumbai india', 'reference to edward scissorhands']"
Danny Provenzano,,"['Crime', 'Drama']",Vincent Pastore,This Thing of Ours ,"['Danny Provenzano', 'Vincent Pastore', 'gangster', 'heist', 'internet', 'mafia', 'miami florida']",Not Rated,Crime,"['Danny Provenzano', 'Vincent Pastore', 'gangster', 'heist', 'internet', 'mafia', 'miami florida']"
Bill Muir,,"['Adventure', 'Family', 'Fantasy']",Alex Kendrick,The Lost Medallion: The Adventures of Billy Stone ,"['Bill Muir', 'Alex Kendrick', 'cave', 'cobra', 'island', 'medallion', 'waterfall']",PG,Family,"['Bill Muir', 'Alex Kendrick', 'cave', 'cobra', 'island', 'medallion', 'waterfall']"
Richard LaGravenese,,"['Comedy', 'Drama', 'Musical', 'Romance']",Anna Kendrick,The Last Five Years ,"['Richard LaGravenese', 'Anna Kendrick', 'based on play', 'number in title']",PG-13,Musical,"['Richard LaGravenese', 'Anna Kendrick', 'based on play', 'number in title']"
Noah Buschel,1500000.0,['Drama'],Merritt Wever,The Missing Person ,"['Noah Buschel', 'Merritt Wever', 'cellphone', 'detective', 'missing person', 'private detective', 'train']",,Drama,"['Noah Buschel', 'Merritt Wever', 'cellphone', 'detective', 'missing person', 'private detective', 'train']"
Brian Yuzna,2000000.0,"['Horror', 'Romance', 'Sci-Fi']",Melinda Clarke,Return of the Living Dead III ,"['Brian Yuzna', 'Melinda Clarke', 'female nudity', 'living dead', 'self mutilation', 'sequel', 'zombie']",R,Horror,"['Brian Yuzna', 'Melinda Clarke', 'female nudity', 'living dead', 'self mutilation', 'sequel', 'zombie']"
Hunter Richards,14000.0,"['Drama', 'Romance']",Jason Statham,London ,"['Hunter Richards', 'Jason Statham', 'bar', 'coke', 'drugs', 'party', 'snorting']",R,Drama,"['Hunter Richards', 'Jason Statham', 'bar', 'coke', 'drugs', 'party', 'snorting']"
Laurie Collyer,2000000.0,['Drama'],Brad William Henke,Sherrybaby ,"['Laurie Collyer', 'Brad William Henke', 'ex convict', 'halfway house', 'nipples visible through clothing', 'orgasm', 'parole officer']",R,Drama,"['Laurie Collyer', 'Brad William Henke', 'ex convict', 'halfway house', 'nipples visible through clothing', 'orgasm', 'parole officer']"
Bruce McCulloch,25000000.0,"['Comedy', 'Crime']",Martin Starr,Stealing Harvard ,"['Bruce McCulloch', 'Martin Starr', 'black humor', 'crying during sex', 'harvard', 'humor', 'man with glasses']",PG-13,Rom-Com,"['Bruce McCulloch', 'Martin Starr', 'black humor', 'crying during sex', 'harvard', 'humor', 'man with glasses']"
Aaron Hann,,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",Jordi Vilasuso,Circle ,"['Aaron Hann', 'Jordi Vilasuso', 'alien abduction', 'debate', 'lesbian', 'pregnant', 'spaceship']",Not Rated,Horror,"['Aaron Hann', 'Jordi Vilasuso', 'alien abduction', 'debate', 'lesbian', 'pregnant', 'spaceship']"
James Watkins,,"['Horror', 'Thriller']",Michael Fassbender,Eden Lake ,"['James Watkins', 'Michael Fassbender', 'camping', 'forest', 'lake', 'stabbed with glass', 'vomiting']",R,Horror,"['James Watkins', 'Michael Fassbender', 'camping', 'forest', 'lake', 'stabbed with glass', 'vomiting']"
Catherine Hardwicke,,['Thriller'],Frances Fisher,Plush ,"['Catherine Hardwicke', 'Frances Fisher', 'gay interest', 'guitarist', 'obsessed fan', 'seduction', 'sex scene']",R,Thriller,"['Catherine Hardwicke', 'Frances Fisher', 'gay interest', 'guitarist', 'obsessed fan', 'seduction', 'sex scene']"
Phil Claydon,,"['Action', 'Comedy', 'Fantasy', 'Horror']",MyAnna Buring,Vampire Killers ,"['Phil Claydon', 'MyAnna Buring', 'blood', 'breasts', 'female nudity', 'lesbian', 'vampire']",R,Horror,"['Phil Claydon', 'MyAnna Buring', 'blood', 'breasts', 'female nudity', 'lesbian', 'vampire']"
Ralph Ziman,2000000.0,"['Action', 'Crime', 'Drama']",Rapulana Seiphemo,Gangster's Paradise: Jerusalema ,"['Ralph Ziman', 'Rapulana Seiphemo', 'carjacking', 'drug lord', 'johannesburg south africa', 'police', 'post apartheid']",R,Action-Comedy,"['Ralph Ziman', 'Rapulana Seiphemo', 'carjacking', 'drug lord', 'johannesburg south africa', 'police', 'post apartheid']"
John Simpson,2000000.0,"['Crime', 'Drama', 'Thriller']",Colin Salmon,Freeze Frame ,"['John Simpson', 'Colin Salmon', 'alibi', 'box office flop', 'newspaper clipping', 'non statutory female on male rape', 'profiler']",R,Crime,"['John Simpson', 'Colin Salmon', 'alibi', 'box office flop', 'newspaper clipping', 'non statutory female on male rape', 'profiler']"
Colin Minihan,100000.0,['Horror'],Mackenzie Gray,Grave Encounters ,"['Colin Minihan', 'Mackenzie Gray', 'ghost', 'ghost hunting', 'labyrinth', 'paranormal', 'reality show']",Not Rated,Horror,"['Colin Minihan', 'Mackenzie Gray', 'ghost', 'ghost hunting', 'labyrinth', 'paranormal', 'reality show']"
Conor McMahon,,"['Comedy', 'Horror']",Peter McQuinn,Stitches ,"['Conor McMahon', 'Peter McQuinn', 'cat killer', 'death of animal', 'high heels', 'kneed in the crotch', 'kneed in the groin']",R,Horror,"['Conor McMahon', 'Peter McQuinn', 'cat killer', 'death of animal', 'high heels', 'kneed in the crotch', 'kneed in the groin']"
Chris Shadley,2000000.0,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",Daniel Baldwin,Nine Dead ,"['Chris Shadley', 'Daniel Baldwin', 'betrayal', 'car', 'connection', 'death', 'gun']",R,Horror,"['Chris Shadley', 'Daniel Baldwin', 'betrayal', 'car', 'connection', 'death', 'gun']"
Woody Allen,2000000.0,['Comedy'],Woody Allen,Bananas ,"['Woody Allen', 'Woody Allen', 'fictitious country', 'latin america', 'president', 'rebellion', 'reference to fidel castro']",GP,Comedy,"['Woody Allen', 'Woody Allen', 'fictitious country', 'latin america', 'president', 'rebellion', 'reference to fidel castro']"
Jeff Crook,2000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Nicholas Gonzalez,Rockaway ,"['Jeff Crook', 'Nicholas Gonzalez', 'one word title']",R,Action-Comedy,"['Jeff Crook', 'Nicholas Gonzalez', 'one word title']"
,,"['Comedy', 'Drama']",Steven Weber,Wings             ,"[nan, 'Steven Weber', '1990s', 'brother brother relationship', 'nantucket island', 'one word title', 'sister sister relationship']",,Rom-Com,"[nan, 'Steven Weber', '1990s', 'brother brother relationship', 'nantucket island', 'one word title', 'sister sister relationship']"
Orson Welles,2300000.0,"['Crime', 'Drama', 'Film-Noir', 'Mystery', 'Thriller']",Rita Hayworth,The Lady from Shanghai ,"['Orson Welles', 'Rita Hayworth', 'law partner', 'murder', 'partner', 'seaman', 'yacht']",Not Rated,Mystery,"['Orson Welles', 'Rita Hayworth', 'law partner', 'murder', 'partner', 'seaman', 'yacht']"
Dave Payne,2000000.0,"['Horror', 'Thriller']",Mircea Monroe,No Man's Land: The Rise of Reeker ,"['Dave Payne', 'Mircea Monroe', 'death', 'desert', 'robber', 'sheriff', 'waitress']",R,Horror,"['Dave Payne', 'Mircea Monroe', 'death', 'desert', 'robber', 'sheriff', 'waitress']"
James Cox,14000000.0,"['Crime', 'Drama']",Jake Gyllenhaal,Highway ,"['James Cox', 'Jake Gyllenhaal', '1990s', 'homoeroticism', 'reference to kurt cobain', 'road trip', 'year 1994']",R,Crime,"['James Cox', 'Jake Gyllenhaal', '1990s', 'homoeroticism', 'reference to kurt cobain', 'road trip', 'year 1994']"
Jonas Åkerlund,2000000.0,"['Comedy', 'Crime', 'Drama']",Noel Gugliemi,Small Apartments ,"['Jonas \xc3\x85kerlund', 'Noel Gugliemi', 'fire investigator', 'landlord', 'suicide', ""talking to one's self in a mirror"", 'turpentine']",R,Rom-Com,"['Jonas \xc3\x85kerlund', 'Noel Gugliemi', 'fire investigator', 'landlord', 'suicide', ""talking to one's self in a mirror"", 'turpentine']"
Brad Copeland,2000000.0,['Comedy'],Sunil Narkar,Coffee Town ,"['Brad Copeland', 'Sunil Narkar', 'barista', 'coffee', 'coffee shop', 'fight', 'insult']",,Comedy,"['Brad Copeland', 'Sunil Narkar', 'barista', 'coffee', 'coffee shop', 'fight', 'insult']"
Paul Bunnell,2000000.0,"['Comedy', 'Fantasy', 'Musical', 'Sci-Fi']",Kate Maberly,The Ghastly Love of Johnny X ,"['Paul Bunnell', 'Kate Maberly', '1950s', 'independent film', 'outlaw', 'trial']",Not Rated,Musical,"['Paul Bunnell', 'Kate Maberly', '1950s', 'independent film', 'outlaw', 'trial']"
Phil Morrison,,"['Comedy', 'Drama']",Sally Hawkins,All Is Bright ,"['Phil Morrison', 'Sally Hawkins', 'christmas tree', 'french canadian', 'new york', 'salesman']",R,Rom-Com,"['Phil Morrison', 'Sally Hawkins', 'christmas tree', 'french canadian', 'new york', 'salesman']"
Harald Reinl,,"['Horror', 'Mystery']",Christopher Lee,The Torture Chamber of Dr. Sadism ,"['Harald Reinl', 'Christopher Lee', 'count', 'drawn and quartered', 'tied up', 'torture chamber', 'torture device']",M,Horror,"['Harald Reinl', 'Christopher Lee', 'count', 'drawn and quartered', 'tied up', 'torture chamber', 'torture device']"
James Cox,2000000.0,"['Comedy', 'Drama']",Jon Mack,Straight A's ,"['James Cox', 'Jon Mack', 'addict', 'paternity', 'rascal', 'swimming pool', 'texas']",R,Rom-Com,"['James Cox', 'Jon Mack', 'addict', 'paternity', 'rascal', 'swimming pool', 'texas']"
