director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted,log_budget,all_keywords
Carlos Saldanha,90000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Denis Leary,Ice Age: Dawn of the Dinosaurs ,"['egg', 'lost world', 'rescue', 'squirrel', 'weasel']",PG,Animation,18.3153202283,"['Carlos Saldanha', 'Denis Leary', 'egg', 'lost', 'world', 'rescue', 'squirrel', 'weasel']"
Jon Turteltaub,28000000.0,"['Comedy', 'Romance']",Robert De Niro,Last Vegas ,"['bachelor party', 'bloody mary the drink', 'bouncer', 'brooklyn new york city', 'vegas']",PG-13,Rom-Com,17.1477150681,"['Jon Turteltaub', 'Robert De Niro', 'bachelor', 'party', 'bloody', 'mary', 'the', 'drink', 'bouncer', 'brooklyn', 'new', 'york', 'city', 'vegas']"
Mike Hodges,20000000.0,"['Action', 'Adventure', 'Sci-Fi']",Brian Blessed,Flash Gordon ,"['american football', 'cult film', 'emperor', 'flash gordon', 'mind reading']",PG,Sci-Fi,16.8112428315,"['Mike Hodges', 'Brian Blessed', 'american', 'football', 'cult', 'film', 'emperor', 'flash', 'gordon', 'mind', 'reading']"
Julie Taymor,45000000.0,"['Drama', 'Fantasy', 'Musical', 'Romance']",Jim Sturgess,Across the Universe ,"['anti war', 'liverpool', 'love', 'protest', 'song']",PG-13,Musical,17.6221730477,"['Julie Taymor', 'Jim Sturgess', 'anti', 'war', 'liverpool', 'love', 'protest', 'song']"
Brian Helgeland,40000000.0,"['Biography', 'Drama', 'Sport']",Harrison Ford,42 ,"['baseball', 'baseball player', 'brooklyn dodgers', 'major league baseball', 'racism']",PG-13,Sport,17.5043900121,"['Brian Helgeland', 'Harrison Ford', 'baseball', 'baseball', 'player', 'brooklyn', 'dodgers', 'major', 'league', 'baseball', 'racism']"
Jerry Zucker,55000000.0,"['Action', 'Adventure', 'Romance', 'Thriller']",Julia Ormond,First Knight ,"['battle', 'king', 'king arthur', 'knight', 'marriage']",PG-13,Action-Comedy,17.8228437432,"['Jerry Zucker', 'Julia Ormond', 'battle', 'king', 'king', 'arthur', 'knight', 'marriage']"
Rob Bowman,43000000.0,"['Action', 'Crime', 'Fantasy', 'Thriller']",Jennifer Garner,Elektra ,"['assassin', 'battle', 'heroine', 'martial arts', 'spin off']",PG-13,Action-Comedy,17.5767106737,"['Rob Bowman', 'Jennifer Garner', 'assassin', 'battle', 'heroine', 'martial', 'arts', 'spin', 'off']"
Frédéric Forestier,78000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Alain Delon,Asterix at the Olympic Games ,"['1st century b.c.', 'lightsaber', 'local blockbuster', 'magical potion', 'potion']",,Family,18.1722193847,"['Fr\xc3\xa9d\xc3\xa9ric Forestier', 'Alain Delon', '1st', 'century', 'b', 'c', 'lightsaber', 'local', 'blockbuster', 'magical', 'potion', 'potion']"
Hugh Hudson,34000000.0,"['Adventure', 'Drama', 'Romance']",Liam Aiken,I Dreamed of Africa ,"['dream', 'italian', 'kenya', 'ranch', 'snake']",PG-13,Adventure,17.3418710826,"['Hugh Hudson', 'Liam Aiken', 'dream', 'italian', 'kenya', 'ranch', 'snake']"
James Mangold,120000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Hugh Jackman,The Wolverine ,"['healing power', 'marvel comics', 'mecha', 'regeneration', 'self healing']",PG-13,Sci-Fi,18.6030023007,"['James Mangold', 'Hugh Jackman', 'healing', 'power', 'marvel', 'comics', 'mecha', 'regeneration', 'self', 'healing']"
Ben Affleck,37000000.0,"['Crime', 'Drama', 'Thriller']",Jeremy Renner,The Town ,"['bank manager', 'bank robbery', 'criminal gang', 'heist', 'prison']",R,Crime,17.4264284706,"['Ben Affleck', 'Jeremy Renner', 'bank', 'manager', 'bank', 'robbery', 'criminal', 'gang', 'heist', 'prison']"
Harold Becker,40000000.0,"['Drama', 'Thriller']",Al Pacino,City Hall ,"['drug dealer', 'mayor', 'new york city', 'probation', 'scandal']",R,Drama,17.5043900121,"['Harold Becker', 'Al Pacino', 'drug', 'dealer', 'mayor', 'new', 'york', 'city', 'probation', 'scandal']"
Stig Bergqvist,30000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Romance']",Elizabeth Daily,Rugrats in Paris: The Movie ,"['amusement park', 'baby', 'france', 'paris france', 'villain']",G,Animation,17.2167079396,"['Stig Bergqvist', 'Elizabeth Daily', 'amusement', 'park', 'baby', 'france', 'paris', 'france', 'villain']"
John Frankenheimer,55000000.0,"['Action', 'Adventure', 'Crime', 'Thriller']",Robert De Niro,Ronin ,"['case', 'ex kgb', 'ronin', 'russian', 'suitcase']",R,Action-Comedy,17.8228437432,"['John Frankenheimer', 'Robert De Niro', 'case', 'ex', 'kgb', 'ronin', 'russian', 'suitcase']"
Noam Murro,110000000.0,"['Action', 'Drama', 'Fantasy', 'War']",Eva Green,300: Rise of an Empire ,"['army', 'commander', 'female rear nudity', 'greek', 'navy']",R,War,18.5159909238,"['Noam Murro', 'Eva Green', 'army', 'commander', 'female', 'rear', 'nudity', 'greek', 'navy']"
Peter Weir,150000000.0,"['Action', 'Adventure', 'Drama', 'History', 'War']",James D'Arcy,Master and Commander: The Far Side of the World ,"['1800s', 'napoleonic wars', 'pursuit', 'royal navy', 'ship']",PG-13,War,18.8261458521,"['Peter Weir', ""James D'Arcy"", '1800s', 'napoleonic', 'wars', 'pursuit', 'royal', 'navy', 'ship']"
James Mangold,117000000.0,"['Action', 'Comedy', 'Romance']",Tom Cruise,Knight and Day ,"['chase', 'fbi', 'garage', 'spy', 'surveillance']",PG-13,Rom-Com,18.5776844928,"['James Mangold', 'Tom Cruise', 'chase', 'fbi', 'garage', 'spy', 'surveillance']"
David O. Russell,60000000.0,"['Biography', 'Comedy', 'Drama']",Jennifer Lawrence,Joy ,"['based on real person', 'female inventor', 'mop', 'sales pitch', 'woman holding a shotgun']",PG-13,Biography,17.9098551202,"['David O. Russell', 'Jennifer Lawrence', 'based', 'on', 'real', 'person', 'female', 'inventor', 'mop', 'sales', 'pitch', 'woman', 'holding', 'a', 'shotgun']"
Jean-Jacques Annaud,70000000.0,"['Adventure', 'Biography', 'Drama', 'History', 'War']",Brad Pitt,Seven Years in Tibet ,"['austria', 'dalai lama', 'himalaya', 'mountain', 'tibet']",PG-13,War,18.0640058,"['Jean-Jacques Annaud', 'Brad Pitt', 'austria', 'dalai', 'lama', 'himalaya', 'mountain', 'tibet']"
Steven Soderbergh,52000000.0,"['Biography', 'Drama']",Julia Roberts,Erin Brockovich ,"['contamination', 'corporate crime', 'environmental issue', 'female protagonist', 'working single mother']",R,Biography,17.7667542765,"['Steven Soderbergh', 'Julia Roberts', 'contamination', 'corporate', 'crime', 'environmental', 'issue', 'female', 'protagonist', 'working', 'single', 'mother']"
Alejandro G. Iñárritu,135000000.0,"['Adventure', 'Drama', 'Thriller', 'Western']",Leonardo DiCaprio,The Revenant ,"['bear attack', 'cauterizing a wound', 'native american', 'revenge', 'survival']",R,Western,18.7207853364,"['Alejandro G. I\xc3\xb1\xc3\xa1rritu', 'Leonardo DiCaprio', 'bear', 'attack', 'cauterizing', 'a', 'wound', 'native', 'american', 'revenge', 'survival']"
Carl Rinsch,175000000.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",Keanu Reeves,47 Ronin ,"['box office flop', 'ronin', 'samurai', 'shogun', 'tournament']",PG-13,Action-Comedy,18.9802965319,"['Carl Rinsch', 'Keanu Reeves', 'box', 'office', 'flop', 'ronin', 'samurai', 'shogun', 'tournament']"
Andy Tennant,70000000.0,"['Comedy', 'Romance']",Will Smith,Hitch ,"['advice', 'friendship', 'gossip', 'newspaper', 'quitting a job']",PG-13,Rom-Com,18.0640058,"['Andy Tennant', 'Will Smith', 'advice', 'friendship', 'gossip', 'newspaper', 'quitting', 'a', 'job']"
Joe Dante,80000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",Brendan Fraser,Looney Tunes: Back in Action ,"['diamond', 'duck', 'monkey', 'spy', 'stuntman']",PG,Animation,18.1975371926,"['Joe Dante', 'Brendan Fraser', 'diamond', 'duck', 'monkey', 'spy', 'stuntman']"
Paul W.S. Anderson,60000000.0,"['Horror', 'Sci-Fi', 'Thriller']",Sean Pertwee,Event Horizon ,"['solar system', 'space', 'spaceship', 'starship', 'year 2047']",R,Horror,17.9098551202,"['Paul W.S. Anderson', 'Sean Pertwee', 'solar', 'system', 'space', 'spaceship', 'starship', 'year', '2047']"
Paul W.S. Anderson,33000000.0,"['Action', 'Horror', 'Sci-Fi']",Milla Jovovich,Resident Evil ,"['amnesia', 'quarantine', 'special forces', 'virus', 'zombie']",R,Horror,17.3120181194,"['Paul W.S. Anderson', 'Milla Jovovich', 'amnesia', 'quarantine', 'special', 'forces', 'virus', 'zombie']"
Tony Scott,50000000.0,"['Action', 'Biography', 'Crime', 'Drama', 'Thriller']",Ian Ziering,Domino ,"['bounty hunter', 'fbi', 'female bounty hunter', 'female nudity', 'reality show']",R,Biography,17.7275335634,"['Tony Scott', 'Ian Ziering', 'bounty', 'hunter', 'fbi', 'female', 'bounty', 'hunter', 'female', 'nudity', 'reality', 'show']"
Patrick Gilmore,60000000.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']",Brad Pitt,Sinbad: Legend of the Seven Seas ,"['book', 'framed', 'goddess', 'prince', 'sinbad']",PG,Animation,17.9098551202,"['Patrick Gilmore', 'Brad Pitt', 'book', 'framed', 'goddess', 'prince', 'sinbad']"
Doug Liman,120000000.0,"['Action', 'Comedy', 'Crime', 'Romance', 'Thriller']",Brad Pitt,Mr. & Mrs. Smith ,"['assassin', 'marriage', 'secret agent', 'suburb', 'target']",PG-13,Rom-Com,18.6030023007,"['Doug Liman', 'Brad Pitt', 'assassin', 'marriage', 'secret', 'agent', 'suburb', 'target']"
Scott Speer,33000000.0,"['Drama', 'Music', 'Romance']",Ryan Guzman,Step Up Revolution ,"['3 dimensional', 'dance', 'dancer', 'dancing', 'flash mob']",PG-13,Musical,17.3120181194,"['Scott Speer', 'Ryan Guzman', '3', 'dimensional', 'dance', 'dancer', 'dancing', 'flash', 'mob']"
Ariel Vromen,31500000.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Gary Oldman,Criminal ,"['cia', 'husband wife relationship', 'memory', 'tied up while barefoot', 'violence']",R,Sci-Fi,17.2654981038,"['Ariel Vromen', 'Gary Oldman', 'cia', 'husband', 'wife', 'relationship', 'memory', 'tied', 'up', 'while', 'barefoot', 'violence']"
Peter Hedges,25000000.0,"['Comedy', 'Drama', 'Family', 'Fantasy']",Jennifer Garner,The Odd Life of Timothy Green ,"['dodgeball', 'portrait', 'soccer', 'soccer game', 'young love']",PG,Family,17.0343863828,"['Peter Hedges', 'Jennifer Garner', 'dodgeball', 'portrait', 'soccer', 'soccer', 'game', 'young', 'love']"
Phillip Noyce,110000000.0,"['Action', 'Crime', 'Mystery', 'Thriller']",Angelina Jolie Pitt,Salt ,"['cia', 'on the run', 'russian', 'russian spy', 'strong female lead']",PG-13,Mystery,18.5159909238,"['Phillip Noyce', 'Angelina Jolie Pitt', 'cia', 'on', 'the', 'run', 'russian', 'russian', 'spy', 'strong', 'female', 'lead']"
Colin Strause,40000000.0,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Sam Trammell,Aliens vs. Predator: Requiem ,"['alien', 'escape', 'hunting', 'hybrid', 'predator']",R,Horror,17.5043900121,"['Colin Strause', 'Sam Trammell', 'alien', 'escape', 'hunting', 'hybrid', 'predator']"
Clint Eastwood,30000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Kevin Spacey,Midnight in the Garden of Good and Evil ,"['graveyard', 'murder', 'murder trial', 'reporter', 'trial']",R,Mystery,17.2167079396,"['Clint Eastwood', 'Kevin Spacey', 'graveyard', 'murder', 'murder', 'trial', 'reporter', 'trial']"
Rob Reiner,30000000.0,"['Comedy', 'Romance']",David Paymer,Alex & Emma ,"['gambling', 'novel', 'stenographer', 'writer', ""writer's block""]",PG-13,Rom-Com,17.2167079396,"['Rob Reiner', 'David Paymer', 'gambling', 'novel', 'stenographer', 'writer', 'writer', 's', 'block']"
Frank Coraci,80000000.0,"['Comedy', 'Family', 'Romance']",Rosario Dawson,Zookeeper ,"['champagne bottle', 'coca cola', 'jewelry box', 'red bull', 'zoo']",PG,Family,18.1975371926,"['Frank Coraci', 'Rosario Dawson', 'champagne', 'bottle', 'coca', 'cola', 'jewelry', 'box', 'red', 'bull', 'zoo']"
Joe Charbanic,33000000.0,"['Crime', 'Horror', 'Mystery', 'Thriller']",Keanu Reeves,The Watcher ,"['fbi', 'murder', 'scene of the crime', 'serial killer', 'therapy']",R,Horror,17.3120181194,"['Joe Charbanic', 'Keanu Reeves', 'fbi', 'murder', 'scene', 'of', 'the', 'crime', 'serial', 'killer', 'therapy']"
Renny Harlin,40000000.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Music', 'Mystery']",Lauren Holly,The Adventures of Ford Fairlane ,"['detective', 'groupie', 'murder', 'music industry', 'rock n roll']",R,Musical,17.5043900121,"['Renny Harlin', 'Lauren Holly', 'detective', 'groupie', 'murder', 'music', 'industry', 'rock', 'n', 'roll']"
Jonathan Frakes,57000000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Sophia Myles,Thunderbirds ,"['astronaut', 'island', 'lady penelope', 'rescue', 'the hood']",PG,Family,17.8585618258,"['Jonathan Frakes', 'Sophia Myles', 'astronaut', 'island', 'lady', 'penelope', 'rescue', 'the', 'hood']"
George Miller,100000000.0,"['Animation', 'Comedy', 'Family', 'Music', 'Romance']",Robin Williams,Happy Feet ,"['dance', 'emperor penguin', 'friend', 'penguin', 'song']",PG,Animation,18.420680744,"['George Miller', 'Robin Williams', 'dance', 'emperor', 'penguin', 'friend', 'penguin', 'song']"
Antoine Fuqua,70000000.0,"['Action', 'Drama', 'Thriller', 'War']",Bruce Willis,Tears of the Sun ,"['dictator', 'doctor', 'jungle', 'rebel', 'refugee']",R,War,18.0640058,"['Antoine Fuqua', 'Bruce Willis', 'dictator', 'doctor', 'jungle', 'rebel', 'refugee']"
Renny Harlin,50000000.0,"['Horror', 'Mystery', 'Thriller']",James D'Arcy,Exorcist: The Beginning ,"['archeologist', 'church', 'excavation', 'faith', 'relic']",R,Horror,17.7275335634,"['Renny Harlin', ""James D'Arcy"", 'archeologist', 'church', 'excavation', 'faith', 'relic']"
Michael Bay,50000000.0,"['Action', 'Drama', 'Thriller', 'War']",Toby Stephens,13 Hours ,"['based on true story', 'cia agent', 'libya', 'mercenary', 'u.s. ambassador']",R,War,17.7275335634,"['Michael Bay', 'Toby Stephens', 'based', 'on', 'true', 'story', 'cia', 'agent', 'libya', 'mercenary', 'u', 's', 'ambassador']"
Kent Alterman,55000000.0,"['Comedy', 'Sport']",Will Ferrell,Semi-Pro ,"['flint michigan', 'merger', 'michigan', 'nba', 'team']",R,Sport,17.8228437432,"['Kent Alterman', 'Will Ferrell', 'flint', 'michigan', 'merger', 'michigan', 'nba', 'team']"
Wayne Wang,55000000.0,"['Comedy', 'Drama', 'Romance']",Bob Hoskins,Maid in Manhattan ,"['hotel', 'maid', 'new york city', 'place name in title', 'the bronx']",PG-13,Rom-Com,17.8228437432,"['Wayne Wang', 'Bob Hoskins', 'hotel', 'maid', 'new', 'york', 'city', 'place', 'name', 'in', 'title', 'the', 'bronx']"
Robert B. Weide,27000000.0,"['Comedy', 'Drama', 'Romance']",James Corden,How to Lose Friends & Alienate People ,"['celebrity', 'party', 'pig', 'starlet', 'writer']",R,Rom-Com,17.111347424,"['Robert B. Weide', 'James Corden', 'celebrity', 'party', 'pig', 'starlet', 'writer']"
Ridley Scott,103000000.0,"['Action', 'Drama', 'Romance']",Djimon Hounsou,Gladiator ,"['battlefield', 'blood', 'combat', 'gladiator', 'roman empire']",R,Action-Comedy,18.4502395462,"['Ridley Scott', 'Djimon Hounsou', 'battlefield', 'blood', 'combat', 'gladiator', 'roman', 'empire']"
Rob Minkoff,55000000.0,"['Action', 'Adventure', 'Fantasy']",Jet Li,The Forbidden Kingdom ,"['monkey king', 'staff', 'teenager', 'urination', 'warrior']",PG-13,Action-Comedy,17.8228437432,"['Rob Minkoff', 'Jet Li', 'monkey', 'king', 'staff', 'teenager', 'urination', 'warrior']"
Sam Raimi,200000000.0,"['Action', 'Adventure', 'Fantasy', 'Romance']",J.K. Simmons,Spider-Man 2 ,"['death', 'doctor', 'scientist', 'super villain', 'tentacle']",PG-13,Action-Comedy,19.1138279245,"['Sam Raimi', 'J.K. Simmons', 'death', 'doctor', 'scientist', 'super', 'villain', 'tentacle']"
David Twohy,38000000.0,"['Action', 'Sci-Fi', 'Thriller']",Vin Diesel,Riddick ,"['alien', 'left for dead', 'mercenary', 'survival', 'vomiting']",R,Sci-Fi,17.4530967177,"['David Twohy', 'Vin Diesel', 'alien', 'left', 'for', 'dead', 'mercenary', 'survival', 'vomiting']"
Jorge R. Gutiérrez,50000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",Channing Tatum,The Book of Life ,"['afterlife', 'bullfight', 'bullfighting', 'love triangle', 'mexico']",PG,Animation,17.7275335634,"['Jorge R. Guti\xc3\xa9rrez', 'Channing Tatum', 'afterlife', 'bullfight', 'bullfighting', 'love', 'triangle', 'mexico']"
Jesse Dylan,55000000.0,"['Comedy', 'Romance']",Alyson Hannigan,American Wedding ,"['bachelor party', 'blow job', 'breasts', 'friend', 'wedding']",R,Rom-Com,17.8228437432,"['Jesse Dylan', 'Alyson Hannigan', 'bachelor', 'party', 'blow', 'job', 'breasts', 'friend', 'wedding']"
Norman Ferguson,2600000.0,"['Animation', 'Family', 'Fantasy', 'Musical']",Mel Blanc,Pinocchio ,"['boy', 'conscience', 'fairy', 'jiminy cricket', 'pinocchio']",Approved,Animation,14.771022003,"['Norman Ferguson', 'Mel Blanc', 'boy', 'conscience', 'fairy', 'jiminy', 'cricket', 'pinocchio']"
Rob Cohen,70000000.0,"['Action', 'Adventure', 'Thriller']",Vin Diesel,xXx ,"['agent', 'nsa', 'nsa agent', 'prague', 'russian']",PG-13,Action-Comedy,18.0640058,"['Rob Cohen', 'Vin Diesel', 'agent', 'nsa', 'nsa', 'agent', 'prague', 'russian']"
Barry Levinson,55000000.0,"['Drama', 'Thriller']",Demi Moore,Disclosure ,"['computer', 'marriage', 'non statutory female on male rape', 'promotion', 'sexual harassment']",R,Drama,17.8228437432,"['Barry Levinson', 'Demi Moore', 'computer', 'marriage', 'non', 'statutory', 'female', 'on', 'male', 'rape', 'promotion', 'sexual', 'harassment']"
Niels Arden Oplev,30000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Dominic Cooper,Dead Man Down ,"['crime lord', 'dead body', 'dead body in a freezer', 'new york city', 'truck explosion']",R,Action-Comedy,17.2167079396,"['Niels Arden Oplev', 'Dominic Cooper', 'crime', 'lord', 'dead', 'body', 'dead', 'body', 'in', 'a', 'freezer', 'new', 'york', 'city', 'truck', 'explosion']"
David Fincher,50000000.0,"['Drama', 'Mystery', 'Thriller']",Deborah Kara Unger,The Game ,"['birthday', 'falling through a glass roof', 'game', 'hitchcockian', 'suicide']",R,Mystery,17.7275335634,"['David Fincher', 'Deborah Kara Unger', 'birthday', 'falling', 'through', 'a', 'glass', 'roof', 'game', 'hitchcockian', 'suicide']"
Tom Shadyac,50000000.0,"['Biography', 'Comedy', 'Drama', 'Romance']",Robin Williams,Patch Adams ,"['doctor', 'hospital', 'mental institution', 'nurse', 'student']",PG-13,Biography,17.7275335634,"['Tom Shadyac', 'Robin Williams', 'doctor', 'hospital', 'mental', 'institution', 'nurse', 'student']"
Seth Gordon,35000000.0,"['Comedy', 'Crime']",Kevin Spacey,Horrible Bosses ,"['black comedy', 'boss', 'chemical company', 'dental assistant', 'murder']",R,Rom-Com,17.3708586195,"['Seth Gordon', 'Kevin Spacey', 'black', 'comedy', 'boss', 'chemical', 'company', 'dental', 'assistant', 'murder']"
Stephen J. Anderson,30000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Musical']",Craig Ferguson,Winnie the Pooh ,"['disney', 'owl', 'rabbit', 'sequel', 'tiger']",G,Animation,17.2167079396,"['Stephen J. Anderson', 'Craig Ferguson', 'disney', 'owl', 'rabbit', 'sequel', 'tiger']"
Danny DeVito,40000000.0,['Comedy'],Justin Theroux,Duplex ,"['christmas', 'duplex', 'television', 'tenant', 'writer']",PG-13,Comedy,17.5043900121,"['Danny DeVito', 'Justin Theroux', 'christmas', 'duplex', 'television', 'tenant', 'writer']"
Lawrence Kasdan,28000000.0,"['Comedy', 'Drama']",Zooey Deschanel,Mumford ,"['college', 'drugs', 'patient', 'psychologist', 'secret']",R,Rom-Com,17.1477150681,"['Lawrence Kasdan', 'Zooey Deschanel', 'college', 'drugs', 'patient', 'psychologist', 'secret']"
Mark Steven Johnson,110000000.0,"['Action', 'Fantasy', 'Thriller']",Nicolas Cage,Ghost Rider ,"['blackheart', 'devil', 'father', 'ghost', 'mephistopheles']",PG-13,Action-Comedy,18.5159909238,"['Mark Steven Johnson', 'Nicolas Cage', 'blackheart', 'devil', 'father', 'ghost', 'mephistopheles']"
Ivan Reitman,40000000.0,"['Comedy', 'Crime', 'Romance']",Brian Dennehy,Legal Eagles ,"['judicial', 'judiciary', 'lawyer', 'murder', 'painting']",PG,Rom-Com,17.5043900121,"['Ivan Reitman', 'Brian Dennehy', 'judicial', 'judiciary', 'lawyer', 'murder', 'painting']"
Jon Favreau,33000000.0,"['Comedy', 'Family', 'Fantasy', 'Romance']",Peter Dinklage,Elf ,"['baby', 'christmas spirit', 'elf', 'new york city', 'north pole']",PG,Family,17.3120181194,"['Jon Favreau', 'Peter Dinklage', 'baby', 'christmas', 'spirit', 'elf', 'new', 'york', 'city', 'north', 'pole']"
Olivier Megaton,48000000.0,"['Action', 'Thriller']",Liam Neeson,Taken 3 ,"['betrayal', 'death', 'final showdown', 'murder', 'on the run']",PG-13,Action-Comedy,17.6867115689,"['Olivier Megaton', 'Liam Neeson', 'betrayal', 'death', 'final', 'showdown', 'murder', 'on', 'the', 'run']"
Frank Oz,35000000.0,['Comedy'],Tom Selleck,In & Out ,"['academy award', 'gay', 'high school', 'reporter', 'teacher']",PG-13,Comedy,17.3708586195,"['Frank Oz', 'Tom Selleck', 'academy', 'award', 'gay', 'high', 'school', 'reporter', 'teacher']"
Joel Schumacher,40000000.0,"['Mystery', 'Thriller']",Nicolas Cage,8MM ,"['investigation', 'obsession', 'private eye', 'private investigator', 'snuff film']",R,Mystery,17.5043900121,"['Joel Schumacher', 'Nicolas Cage', 'investigation', 'obsession', 'private', 'eye', 'private', 'investigator', 'snuff', 'film']"
David Koepp,35000000.0,"['Action', 'Crime', 'Thriller']",Joseph Gordon-Levitt,Premium Rush ,"['chase', 'courier', 'delivery', 'envelope', 'police']",PG-13,Action-Comedy,17.3708586195,"['David Koepp', 'Joseph Gordon-Levitt', 'chase', 'courier', 'delivery', 'envelope', 'police']"
John Singleton,45000000.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Josh Charles,Four Brothers ,"['bare butt', 'corrupt police', 'four brothers', 'funeral', 'murder']",R,Mystery,17.6221730477,"['John Singleton', 'Josh Charles', 'bare', 'butt', 'corrupt', 'police', 'four', 'brothers', 'funeral', 'murder']"
Rob Marshall,85000000.0,"['Drama', 'Romance']",Li Gong,Memoirs of a Geisha ,"['coming of age', 'geisha', 'japan', 'jealousy', 'love']",PG-13,Drama,18.2581618145,"['Rob Marshall', 'Li Gong', 'coming', 'of', 'age', 'geisha', 'japan', 'jealousy', 'love']"
Betty Thomas,71500000.0,"['Comedy', 'Family', 'Fantasy']",Oliver Platt,Doctor Dolittle ,"['box office hit', 'doctor', 'dog', 'first part', 'tiger']",PG-13,Family,18.0852080077,"['Betty Thomas', 'Oliver Platt', 'box', 'office', 'hit', 'doctor', 'dog', 'first', 'part', 'tiger']"
Brad Peyton,85000000.0,"['Action', 'Comedy', 'Family', 'Fantasy']",Jack McBrayer,Cats & Dogs: The Revenge of Kitty Galore ,"['cartoon on tv', 'cat', 'dog', 'kitty', 'special agent']",PG,Family,18.2581618145,"['Brad Peyton', 'Jack McBrayer', 'cartoon', 'on', 'tv', 'cat', 'dog', 'kitty', 'special', 'agent']"
David Frankel,35000000.0,"['Comedy', 'Drama', 'Romance']",Meryl Streep,The Devil Wears Prada ,"['fashion', 'fashion industry', 'magazine', 'new york city', 'publishing']",PG-13,Rom-Com,17.3708586195,"['David Frankel', 'Meryl Streep', 'fashion', 'fashion', 'industry', 'magazine', 'new', 'york', 'city', 'publishing']"
Randall Wallace,75000000.0,"['Action', 'Drama', 'History', 'War']",Jon Hamm,We Were Soldiers ,"['air cavalry', 'battle', 'major', 'soldier', 'vietnamese']",R,War,18.1329986715,"['Randall Wallace', 'Jon Hamm', 'air', 'cavalry', 'battle', 'major', 'soldier', 'vietnamese']"
Tom Tykwer,102000000.0,"['Drama', 'Sci-Fi']",Tom Hanks,Cloud Atlas ,"['composer', 'future', 'letter', 'nonlinear timeline', 'nursing home']",R,Sci-Fi,18.4404833712,"['Tom Tykwer', 'Tom Hanks', 'composer', 'future', 'letter', 'nonlinear', 'timeline', 'nursing', 'home']"
Robert Zemeckis,40000000.0,"['Adventure', 'Comedy', 'Sci-Fi']",Lea Thompson,Back to the Future Part II ,"['alternate timeline', 'same actor playing two characters simultaneously on screen', 'second part', 'year 2015', 'younger version of character']",PG,Sci-Fi,17.5043900121,"['Robert Zemeckis', 'Lea Thompson', 'alternate', 'timeline', 'same', 'actor', 'playing', 'two', 'characters', 'simultaneously', 'on', 'screen', 'second', 'part', 'year', '2015', 'younger', 'version', 'of', 'character']"
Bryan Singer,75000000.0,"['Drama', 'History', 'Thriller', 'War']",Tom Cruise,Valkyrie ,"['american actor playing foreigner', 'assassination', 'conspiracy', 'military', 'nazis']",PG-13,War,18.1329986715,"['Bryan Singer', 'Tom Cruise', 'american', 'actor', 'playing', 'foreigner', 'assassination', 'conspiracy', 'military', 'nazis']"
John Landis,55000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",Louis Lombardi,Beverly Hills Cop III ,"['california', 'counterfeit', 'counterfeit money', 'money', 'theme park']",R,Rom-Com,17.8228437432,"['John Landis', 'Louis Lombardi', 'california', 'counterfeit', 'counterfeit', 'money', 'money', 'theme', 'park']"
Steven Spielberg,70000000.0,"['Drama', 'History', 'Thriller']",Ayelet Zurer,Munich ,"['arab', 'black september', 'israel', 'jew', 'munich olympics']",R,History,18.0640058,"['Steven Spielberg', 'Ayelet Zurer', 'arab', 'black', 'september', 'israel', 'jew', 'munich', 'olympics']"
Roland Joffé,36000000.0,"['Biography', 'Drama', 'War']",Jordi Mollà,There Be Dragons ,"['dying', 'forgiveness', 'saint', 'spanish civil war', 'starts with narration']",PG-13,War,17.3990294964,"['Roland Joff\xc3\xa9', 'Jordi Moll\xc3\xa0', 'dying', 'forgiveness', 'saint', 'spanish', 'civil', 'war', 'starts', 'with', 'narration']"
Fedor Bondarchuk,29500000.0,"['Action', 'Adventure', 'Sci-Fi']",Yuliya Snigir,Obitaemyy ostrov ,"['22nd century', 'first part', 'friend', 'guard', 'space opera']",,Sci-Fi,17.1999008213,"['Fedor Bondarchuk', 'Yuliya Snigir', '22nd', 'century', 'first', 'part', 'friend', 'guard', 'space', 'opera']"
